fecha,ultimo,apertura,maximo,minimo,vol,variacion,deuda_publica,ipc,tasa_paro,pib
2015-02-12,"10.562,20","10.349,60","10.607,10","10.328,50","328,00M","1,90%","1.044.720,44","-1,07","23,78","1,15"
2015-02-13,"10.739,50","10.618,50","10.794,90","10.606,70","427,94M","1,68%","1.044.720,44","-1,07","23,78","1,15"
2015-02-16,"10.689,50","10.717,80","10.793,10","10.679,90","220,58M","-0,47%","1.044.720,44","-1,07","23,78","1,15"
2015-02-17,"10.698,00","10.591,60","10.730,10","10.526,60","272,47M","0,08%","1.044.720,44","-1,07","23,78","1,15"
2015-02-18,"10.805,30","10.764,60","10.852,60","10.764,10","298,37M","1,00%","1.044.720,44","-1,07","23,78","1,15"
2015-02-19,"10.910,40","10.781,00","10.918,40","10.726,30","350,26M","0,97%","1.044.720,44","-1,07","23,78","1,15"
2015-02-20,"10.879,30","10.889,80","10.916,80","10.759,00","336,30M","-0,29%","1.044.720,44","-1,07","23,78","1,15"
2015-02-23,"10.990,10","11.001,30","11.015,40","10.935,10","272,02M","1,02%","1.044.720,44","-1,07","23,78","1,15"
2015-02-24,"11.064,50","11.027,70","11.082,70","10.951,10","297,63M","0,68%","1.044.720,44","-1,07","23,78","1,15"
2015-02-25,"11.049,50","11.027,90","11.072,50","11.011,70","255,50M","-0,14%","1.044.720,44","-1,07","23,78","1,15"
2015-02-26,"11.139,50","11.023,30","11.145,90","11.014,40","271,21M","0,81%","1.044.720,44","-1,07","23,78","1,15"
2015-02-27,"11.178,30","11.142,90","11.184,50","11.070,80","412,54M","0,35%","1.044.720,44","-1,07","23,78","1,15"
2015-03-02,"11.178,50","11.190,50","11.239,80","11.123,30","312,32M","0,00%","1.050.632,43","-0,66","23,78","1,15"
2015-03-03,"11.014,70","11.197,60","11.212,80","11.001,70","246,88M","-1,47%","1.050.632,43","-0,66","23,78","1,15"
2015-03-04,"11.051,30","11.048,10","11.079,30","10.921,40","253,27M","0,33%","1.050.632,43","-0,66","23,78","1,15"
2015-03-05,"11.124,40","11.078,10","11.154,30","11.039,20","260,66M","0,66%","1.050.632,43","-0,66","23,78","1,15"
2015-03-06,"11.091,90","11.144,50","11.158,90","11.070,20","272,19M","-0,29%","1.050.632,43","-0,66","23,78","1,15"
2015-03-09,"11.054,20","11.007,90","11.078,80","10.962,40","221,02M","-0,34%","1.050.632,43","-0,66","23,78","1,15"
2015-03-10,"10.902,20","11.060,50","11.081,20","10.858,40","299,03M","-1,38%","1.050.632,43","-0,66","23,78","1,15"
2015-03-11,"11.021,80","10.950,30","11.048,20","10.908,00","265,92M","1,10%","1.050.632,43","-0,66","23,78","1,15"
2015-03-12,"11.011,80","11.022,90","11.068,00","10.993,10","439,29M","-0,09%","1.050.632,43","-0,66","23,78","1,15"
2015-03-13,"11.033,80","11.072,90","11.077,70","10.993,50","253,11M","0,20%","1.050.632,43","-0,66","23,78","1,15"
2015-03-16,"11.114,70","11.082,40","11.146,70","11.077,40","292,85M","0,73%","1.050.632,43","-0,66","23,78","1,15"
2015-03-17,"11.028,10","11.117,50","11.129,00","10.953,70","260,65M","-0,78%","1.050.632,43","-0,66","23,78","1,15"
2015-03-18,"11.050,00","11.057,40","11.076,00","10.957,70","295,71M","0,20%","1.050.632,43","-0,66","23,78","1,15"
2015-03-19,"11.091,00","11.062,90","11.146,50","11.040,20","259,18M","0,37%","1.050.632,43","-0,66","23,78","1,15"
2015-03-20,"11.419,60","11.109,80","11.458,30","11.090,20","618,65M","2,96%","1.050.632,43","-0,66","23,78","1,15"
2015-03-23,"11.452,80","11.394,00","11.465,40","11.364,30","328,74M","0,29%","1.050.632,43","-0,66","23,78","1,15"
2015-03-24,"11.579,30","11.428,50","11.618,30","11.409,90","331,91M","1,10%","1.050.632,43","-0,66","23,78","1,15"
2015-03-25,"11.464,70","11.560,70","11.591,70","11.449,30","252,13M","-0,99%","1.050.632,43","-0,66","23,78","1,15"
2015-03-26,"11.453,80","11.400,40","11.453,80","11.294,70","308,56M","-0,10%","1.050.632,43","-0,66","23,78","1,15"
2015-03-27,"11.427,40","11.469,70","11.524,20","11.403,90","310,09M","-0,23%","1.050.632,43","-0,66","23,78","1,15"
2015-03-30,"11.529,10","11.459,80","11.543,20","11.432,30","304,32M","0,89%","1.050.632,43","-0,66","23,78","1,15"
2015-03-31,"11.521,10","11.510,80","11.596,10","11.444,60","336,27M","-0,07%","1.050.632,43","-0,66","23,78","1,15"
2015-04-01,"11.569,80","11.482,00","11.662,80","11.454,30","305,80M","0,42%","1.036.739,44","-0,64","22,37","1,07"
2015-04-02,"11.634,00","11.583,60","11.649,90","11.559,20","205,81M","0,55%","1.036.739,44","-0,64","22,37","1,07"
2015-04-07,"11.730,50","11.715,60","11.771,80","11.669,30","366,06M","0,83%","1.036.739,44","-0,64","22,37","1,07"
2015-04-08,"11.655,50","11.738,40","11.771,40","11.615,80","301,55M","-0,64%","1.036.739,44","-0,64","22,37","1,07"
2015-04-09,"11.734,60","11.688,40","11.747,30","11.655,20","299,82M","0,68%","1.036.739,44","-0,64","22,37","1,07"
2015-04-10,"11.749,30","11.755,30","11.778,00","11.679,20","336,79M","0,13%","1.036.739,44","-0,64","22,37","1,07"
2015-04-13,"11.866,40","11.761,70","11.884,60","11.760,80","229,31M","1,00%","1.036.739,44","-0,64","22,37","1,07"
2015-04-14,"11.704,70","11.798,50","11.862,60","11.645,60","377,82M","-1,36%","1.036.739,44","-0,64","22,37","1,07"
2015-04-15,"11.778,40","11.742,40","11.815,60","11.710,40","292,62M","0,63%","1.036.739,44","-0,64","22,37","1,07"
2015-04-16,"11.611,70","11.772,30","11.772,30","11.580,30","287,02M","-1,42%","1.036.739,44","-0,64","22,37","1,07"
2015-04-17,"11.359,40","11.565,50","11.598,00","11.299,90","465,82M","-2,17%","1.036.739,44","-0,64","22,37","1,07"
2015-04-20,"11.384,60","11.400,20","11.418,80","11.306,40","209,41M","0,22%","1.036.739,44","-0,64","22,37","1,07"
2015-04-21,"11.422,30","11.439,00","11.504,00","11.368,20","337,59M","0,33%","1.036.739,44","-0,64","22,37","1,07"
2015-04-22,"11.399,20","11.452,20","11.480,40","11.276,30","306,27M","-0,20%","1.036.739,44","-0,64","22,37","1,07"
2015-04-23,"11.425,80","11.417,50","11.461,10","11.291,30","244,09M","0,23%","1.036.739,44","-0,64","22,37","1,07"
2015-04-24,"11.505,40","11.469,60","11.605,50","11.434,60","340,44M","0,70%","1.036.739,44","-0,64","22,37","1,07"
2015-04-27,"11.640,20","11.532,00","11.679,80","11.365,50","310,81M","1,17%","1.036.739,44","-0,64","22,37","1,07"
2015-04-28,"11.607,70","11.656,00","11.684,60","11.543,00","280,72M","-0,28%","1.036.739,44","-0,64","22,37","1,07"
2015-04-29,"11.378,90","11.619,00","11.651,90","11.371,50","310,36M","-1,97%","1.036.739,44","-0,64","22,37","1,07"
2015-04-30,"11.385,00","11.351,10","11.469,20","11.258,00","386,58M","0,05%","1.036.739,44","-0,64","22,37","1,07"
2015-05-04,"11.429,10","11.377,10","11.501,80","11.280,50","224,66M","0,39%","1.044.562,17","-0,18","22,37","1,07"
2015-05-05,"11.115,60","11.416,40","11.503,90","11.102,90","319,65M","-2,74%","1.044.562,17","-0,18","22,37","1,07"
2015-05-06,"11.163,60","11.100,40","11.232,80","11.048,30","275,55M","0,43%","1.044.562,17","-0,18","22,37","1,07"
2015-05-07,"11.180,30","11.125,10","11.214,80","10.928,20","322,77M","0,15%","1.044.562,17","-0,18","22,37","1,07"
2015-05-08,"11.424,70","11.260,80","11.424,70","11.212,90","309,36M","2,19%","1.044.562,17","-0,18","22,37","1,07"
2015-05-11,"11.445,80","11.433,70","11.481,60","11.377,70","198,98M","0,18%","1.044.562,17","-0,18","22,37","1,07"
2015-05-12,"11.322,60","11.332,00","11.354,00","11.221,50","292,90M","-1,08%","1.044.562,17","-0,18","22,37","1,07"
2015-05-13,"11.324,60","11.366,00","11.430,90","11.282,40","249,28M","0,02%","1.044.562,17","-0,18","22,37","1,07"
2015-05-14,"11.398,70","11.304,60","11.428,30","11.203,90","211,84M","0,65%","1.044.562,17","-0,18","22,37","1,07"
2015-05-15,"11.317,30","11.438,80","11.438,80","11.265,90","230,82M","-0,71%","1.044.562,17","-0,18","22,37","1,07"
2015-05-18,"11.345,00","11.336,80","11.368,00","11.203,10","234,03M","0,24%","1.044.562,17","-0,18","22,37","1,07"
2015-05-19,"11.497,70","11.406,10","11.537,80","11.404,00","282,09M","1,35%","1.044.562,17","-0,18","22,37","1,07"
2015-05-20,"11.574,10","11.505,10","11.588,70","11.460,60","192,41M","0,66%","1.044.562,17","-0,18","22,37","1,07"
2015-05-21,"11.595,40","11.517,90","11.595,40","11.515,70","185,43M","0,18%","1.044.562,17","-0,18","22,37","1,07"
2015-05-22,"11.554,20","11.594,70","11.609,90","11.533,70","168,22M","-0,36%","1.044.562,17","-0,18","22,37","1,07"
2015-05-25,"11.322,30","11.421,20","11.455,30","11.262,10","156,48M","-2,01%","1.044.562,17","-0,18","22,37","1,07"
2015-05-26,"11.240,30","11.297,10","11.344,70","11.169,40","315,13M","-0,72%","1.044.562,17","-0,18","22,37","1,07"
2015-05-27,"11.431,10","11.281,70","11.467,80","11.247,20","241,03M","1,70%","1.044.562,17","-0,18","22,37","1,07"
2015-05-28,"11.382,80","11.387,90","11.450,70","11.291,90","191,89M","-0,42%","1.044.562,17","-0,18","22,37","1,07"
2015-05-29,"11.217,60","11.375,60","11.402,70","11.192,10","327,77M","-1,45%","1.044.562,17","-0,18","22,37","1,07"
2015-06-01,"11.238,10","11.264,80","11.343,20","11.180,50","194,25M","0,18%","1.055.900,81","0,06","22,37","1,07"
2015-06-02,"11.271,40","11.314,50","11.369,10","11.151,30","232,39M","0,30%","1.055.900,81","0,06","22,37","1,07"
2015-06-03,"11.267,60","11.302,90","11.361,80","11.201,10","227,42M","-0,03%","1.055.900,81","0,06","22,37","1,07"
2015-06-04,"11.146,10","11.201,20","11.292,70","11.070,00","239,54M","-1,08%","1.055.900,81","0,06","22,37","1,07"
2015-06-05,"11.062,00","11.061,50","11.127,90","10.984,10","227,46M","-0,75%","1.055.900,81","0,06","22,37","1,07"
2015-06-08,"10.917,30","11.022,80","11.056,10","10.917,30","205,93M","-1,31%","1.055.900,81","0,06","22,37","1,07"
2015-06-09,"10.938,10","10.895,00","10.945,00","10.750,00","295,30M","0,19%","1.055.900,81","0,06","22,37","1,07"
2015-06-10,"11.097,50","10.879,90","11.138,40","10.854,40","241,56M","1,46%","1.055.900,81","0,06","22,37","1,07"
2015-06-11,"11.156,70","11.097,60","11.231,30","11.085,10","243,78M","0,53%","1.055.900,81","0,06","22,37","1,07"
2015-06-12,"11.030,50","11.124,50","11.159,30","10.932,60","215,49M","-1,13%","1.055.900,81","0,06","22,37","1,07"
2015-06-15,"10.842,10","10.893,60","10.939,90","10.775,60","223,28M","-1,71%","1.055.900,81","0,06","22,37","1,07"
2015-06-16,"10.871,40","10.766,00","10.895,50","10.659,70","241,07M","0,27%","1.055.900,81","0,06","22,37","1,07"
2015-06-17,"10.813,40","10.900,00","10.933,90","10.779,50","189,36M","-0,53%","1.055.900,81","0,06","22,37","1,07"
2015-06-18,"10.871,90","10.788,50","10.888,40","10.654,30","309,14M","0,54%","1.055.900,81","0,06","22,37","1,07"
2015-06-19,"10.944,30","10.890,70","11.029,10","10.880,80","354,74M","0,67%","1.055.900,81","0,06","22,37","1,07"
2015-06-22,"11.368,20","11.184,50","11.394,20","11.168,90","353,60M","3,87%","1.055.900,81","0,06","22,37","1,07"
2015-06-23,"11.402,50","11.461,50","11.497,10","11.384,50","271,93M","0,30%","1.055.900,81","0,06","22,37","1,07"
2015-06-24,"11.321,90","11.419,00","11.420,10","11.220,40","272,69M","-0,71%","1.055.900,81","0,06","22,37","1,07"
2015-06-25,"11.308,40","11.245,00","11.441,30","11.213,10","294,85M","-0,12%","1.055.900,81","0,06","22,37","1,07"
2015-06-26,"11.372,30","11.238,70","11.434,80","11.199,90","217,13M","0,57%","1.055.900,81","0,06","22,37","1,07"
2015-06-29,"10.853,90","11.148,40","11.202,60","10.816,40","463,51M","-4,56%","1.055.900,81","0,06","22,37","1,07"
2015-06-30,"10.769,50","10.811,60","10.954,50","10.723,20","369,23M","-0,78%","1.055.900,81","0,06","22,37","1,07"
2015-07-01,"10.911,50","10.857,70","11.036,90","10.784,30","310,65M","1,32%","1.043.141,35","0,07","21,18","0,91"
2015-07-02,"10.846,40","10.932,00","10.960,70","10.835,50","209,13M","-0,60%","1.043.141,35","0,07","21,18","0,91"
2015-07-03,"10.779,80","10.835,70","10.860,70","10.730,00","197,29M","-0,61%","1.043.141,35","0,07","21,18","0,91"
2015-07-06,"10.540,10","10.571,80","10.653,70","10.496,00","353,56M","-2,22%","1.043.141,35","0,07","21,18","0,91"
2015-07-07,"10.346,00","10.554,90","10.588,50","10.332,10","325,14M","-1,84%","1.043.141,35","0,07","21,18","0,91"
2015-07-08,"10.430,30","10.364,70","10.478,70","10.316,40","320,30M","0,81%","1.043.141,35","0,07","21,18","0,91"
2015-07-09,"10.706,40","10.479,40","10.761,10","10.463,60","306,82M","2,65%","1.043.141,35","0,07","21,18","0,91"
2015-07-10,"11.036,10","10.958,20","11.069,80","10.896,90","358,66M","3,08%","1.043.141,35","0,07","21,18","0,91"
2015-07-13,"11.224,20","11.178,20","11.253,50","11.121,80","306,04M","1,70%","1.043.141,35","0,07","21,18","0,91"
2015-07-14,"11.258,30","11.220,10","11.258,30","11.140,80","302,65M","0,30%","1.043.141,35","0,07","21,18","0,91"
2015-07-15,"11.335,70","11.262,00","11.360,40","11.234,30","208,08M","0,69%","1.043.141,35","0,07","21,18","0,91"
2015-07-16,"11.510,60","11.405,20","11.536,30","11.398,60","282,71M","1,54%","1.043.141,35","0,07","21,18","0,91"
2015-07-17,"11.480,70","11.551,00","11.551,00","11.472,60","229,03M","-0,26%","1.043.141,35","0,07","21,18","0,91"
2015-07-20,"11.556,10","11.506,90","11.612,60","11.499,40","178,80M","0,66%","1.043.141,35","0,07","21,18","0,91"
2015-07-21,"11.458,60","11.571,90","11.579,70","11.432,10","222,07M","-0,84%","1.043.141,35","0,07","21,18","0,91"
2015-07-22,"11.484,30","11.389,20","11.525,40","11.365,50","261,18M","0,22%","1.043.141,35","0,07","21,18","0,91"
2015-07-23,"11.441,90","11.552,00","11.553,60","11.429,40","229,34M","-0,37%","1.043.141,35","0,07","21,18","0,91"
2015-07-24,"11.309,30","11.415,40","11.460,30","11.300,90","339,31M","-1,16%","1.043.141,35","0,07","21,18","0,91"
2015-07-27,"11.145,40","11.252,70","11.264,20","11.136,70","334,76M","-1,45%","1.043.141,35","0,07","21,18","0,91"
2015-07-28,"11.252,40","11.179,50","11.294,00","11.168,10","224,45M","0,96%","1.043.141,35","0,07","21,18","0,91"
2015-07-29,"11.282,90","11.310,00","11.325,60","11.185,80","218,99M","0,27%","1.043.141,35","0,07","21,18","0,91"
2015-07-30,"11.168,60","11.347,70","11.362,40","11.117,60","292,61M","-1,01%","1.043.141,35","0,07","21,18","0,91"
2015-07-31,"11.180,70","11.198,40","11.200,90","11.039,50","278,12M","0,11%","1.043.141,35","0,07","21,18","0,91"
2015-08-03,"11.265,90","11.180,60","11.288,50","11.141,20","278,42M","0,76%","1.052.409,25","-0,42","21,18","0,91"
2015-08-04,"11.150,50","11.240,30","11.244,80","11.098,50","409,88M","-1,02%","1.052.409,25","-0,42","21,18","0,91"
2015-08-05,"11.279,50","11.195,00","11.302,90","11.184,70","255,67M","1,16%","1.052.409,25","-0,42","21,18","0,91"
2015-08-06,"11.253,60","11.263,60","11.327,00","11.239,40","209,27M","-0,23%","1.052.409,25","-0,42","21,18","0,91"
2015-08-07,"11.178,20","11.244,90","11.264,00","11.176,80","202,37M","-0,67%","1.052.409,25","-0,42","21,18","0,91"
2015-08-10,"11.311,70","11.239,50","11.330,00","11.129,30","174,26M","1,19%","1.052.409,25","-0,42","21,18","0,91"
2015-08-11,"11.152,30","11.278,50","11.319,10","11.137,80","231,92M","-1,41%","1.052.409,25","-0,42","21,18","0,91"
2015-08-12,"10.880,10","11.054,40","11.054,40","10.840,30","308,27M","-2,44%","1.052.409,25","-0,42","21,18","0,91"
2015-08-13,"10.947,90","11.030,80","11.057,10","10.938,50","213,80M","0,62%","1.052.409,25","-0,42","21,18","0,91"
2015-08-14,"10.879,30","10.952,40","11.034,30","10.851,60","221,08M","-0,63%","1.052.409,25","-0,42","21,18","0,91"
2015-08-17,"10.900,30","10.983,10","11.023,30","10.774,40","202,50M","0,19%","1.052.409,25","-0,42","21,18","0,91"
2015-08-18,"10.897,90","10.878,00","10.952,20","10.846,10","167,05M","-0,02%","1.052.409,25","-0,42","21,18","0,91"
2015-08-19,"10.782,40","10.843,70","10.905,30","10.776,80","229,36M","-1,06%","1.052.409,25","-0,42","21,18","0,91"
2015-08-20,"10.587,00","10.748,20","10.797,50","10.564,80","292,08M","-1,81%","1.052.409,25","-0,42","21,18","0,91"
2015-08-21,"10.271,70","10.434,40","10.576,20","10.270,20","336,67M","-2,98%","1.052.409,25","-0,42","21,18","0,91"
2015-08-24,"9.756,60","9.973,70","10.078,00","9.502,40","637,10M","-5,01%","1.052.409,25","-0,42","21,18","0,91"
2015-08-25,"10.115,40","9.880,40","10.168,10","9.819,90","448,31M","3,68%","1.052.409,25","-0,42","21,18","0,91"
2015-08-26,"9.984,50","10.005,80","10.132,90","9.875,40","345,70M","-1,29%","1.052.409,25","-0,42","21,18","0,91"
2015-08-27,"10.290,20","10.229,60","10.357,30","10.176,20","332,91M","3,06%","1.052.409,25","-0,42","21,18","0,91"
2015-08-28,"10.352,90","10.322,70","10.352,90","10.235,70","202,08M","0,61%","1.052.409,25","-0,42","21,18","0,91"
2015-08-31,"10.259,00","10.297,20","10.319,10","10.190,40","184,68M","-0,91%","1.052.409,25","-0,42","21,18","0,91"
2015-09-01,"9.992,80","10.136,10","10.148,50","9.921,10","286,17M","-2,59%","1.065.883,55","-0,88","21,18","0,91"
2015-09-02,"9.938,30","10.009,70","10.071,10","9.855,80","278,09M","-0,55%","1.065.883,55","-0,88","21,18","0,91"
2015-09-03,"10.042,40","10.023,80","10.118,70","9.945,90","311,83M","1,05%","1.065.883,55","-0,88","21,18","0,91"
2015-09-04,"9.821,80","9.947,00","9.950,80","9.737,90","325,76M","-2,20%","1.065.883,55","-0,88","21,18","0,91"
2015-09-07,"9.805,40","9.893,50","9.931,80","9.796,60","170,28M","-0,17%","1.065.883,55","-0,88","21,18","0,91"
2015-09-08,"9.866,20","9.860,30","9.987,70","9.857,60","222,43M","0,62%","1.065.883,55","-0,88","21,18","0,91"
2015-09-09,"10.037,80","10.078,80","10.193,00","10.031,10","263,82M","1,74%","1.065.883,55","-0,88","21,18","0,91"
2015-09-10,"9.859,00","9.929,20","9.989,70","9.840,00","260,44M","-1,78%","1.065.883,55","-0,88","21,18","0,91"
2015-09-11,"9.737,90","9.877,00","9.886,00","9.722,70","261,36M","-1,23%","1.065.883,55","-0,88","21,18","0,91"
2015-09-14,"9.696,40","9.764,80","9.836,90","9.685,60","213,98M","-0,43%","1.065.883,55","-0,88","21,18","0,91"
2015-09-15,"9.782,50","9.708,30","9.834,80","9.620,70","275,76M","0,89%","1.065.883,55","-0,88","21,18","0,91"
2015-09-16,"9.976,80","9.869,50","9.983,00","9.843,00","286,87M","1,99%","1.065.883,55","-0,88","21,18","0,91"
2015-09-17,"10.106,60","10.015,00","10.141,80","9.988,90","344,89M","1,30%","1.065.883,55","-0,88","21,18","0,91"
2015-09-18,"9.847,20","10.048,60","10.050,30","9.801,70","557,11M","-2,57%","1.065.883,55","-0,88","21,18","0,91"
2015-09-21,"9.856,80","9.826,10","9.952,00","9.820,30","220,60M","0,10%","1.065.883,55","-0,88","21,18","0,91"
2015-09-22,"9.550,20","9.856,10","9.857,80","9.528,20","335,15M","-3,11%","1.065.883,55","-0,88","21,18","0,91"
2015-09-23,"9.474,60","9.529,00","9.659,10","9.463,90","386,54M","-0,79%","1.065.883,55","-0,88","21,18","0,91"
2015-09-24,"9.291,40","9.492,10","9.540,20","9.231,30","405,85M","-1,93%","1.065.883,55","-0,88","21,18","0,91"
2015-09-25,"9.519,50","9.444,20","9.575,30","9.430,20","317,51M","2,45%","1.065.883,55","-0,88","21,18","0,91"
2015-09-28,"9.394,20","9.500,90","9.598,60","9.357,40","284,12M","-1,32%","1.065.883,55","-0,88","21,18","0,91"
2015-09-29,"9.393,90","9.280,40","9.514,40","9.264,40","303,21M","-0,00%","1.065.883,55","-0,88","21,18","0,91"
2015-09-30,"9.559,90","9.580,60","9.606,30","9.491,10","277,07M","1,77%","1.065.883,55","-0,88","21,18","0,91"
2015-10-01,"9.567,30","9.668,90","9.718,00","9.543,80","273,44M","0,08%","1.060.203,03","-0,71","20,9","0,96"
2015-10-02,"9.603,60","9.650,40","9.688,10","9.428,80","280,40M","0,38%","1.060.203,03","-0,71","20,9","0,96"
2015-10-05,"9.971,30","9.777,30","9.980,90","9.731,50","332,67M","3,83%","1.060.203,03","-0,71","20,9","0,96"
2015-10-06,"10.103,30","9.996,50","10.138,20","9.909,50","281,16M","1,32%","1.060.203,03","-0,71","20,9","0,96"
2015-10-07,"10.170,00","10.176,10","10.289,80","10.119,90","369,63M","0,66%","1.060.203,03","-0,71","20,9","0,96"
2015-10-08,"10.181,20","10.137,80","10.190,30","10.063,20","300,04M","0,11%","1.060.203,03","-0,71","20,9","0,96"
2015-10-09,"10.309,60","10.279,10","10.354,10","10.224,90","365,52M","1,26%","1.060.203,03","-0,71","20,9","0,96"
2015-10-12,"10.246,40","10.318,80","10.379,00","10.208,50","222,78M","-0,61%","1.060.203,03","-0,71","20,9","0,96"
2015-10-13,"10.115,30","10.227,40","10.229,30","10.049,80","259,78M","-1,28%","1.060.203,03","-0,71","20,9","0,96"
2015-10-14,"10.037,60","10.065,40","10.129,00","9.992,40","253,69M","-0,77%","1.060.203,03","-0,71","20,9","0,96"
2015-10-15,"10.101,70","10.132,10","10.132,70","10.055,10","239,30M","0,64%","1.060.203,03","-0,71","20,9","0,96"
2015-10-16,"10.231,50","10.174,90","10.244,00","10.153,10","246,08M","1,28%","1.060.203,03","-0,71","20,9","0,96"
2015-10-19,"10.207,30","10.221,50","10.310,40","10.164,70","186,38M","-0,24%","1.060.203,03","-0,71","20,9","0,96"
2015-10-20,"10.100,60","10.196,80","10.217,00","10.055,10","218,59M","-1,05%","1.060.203,03","-0,71","20,9","0,96"
2015-10-21,"10.157,50","10.126,10","10.188,30","10.004,00","208,28M","0,56%","1.060.203,03","-0,71","20,9","0,96"
2015-10-22,"10.365,40","10.130,10","10.402,50","10.109,50","272,76M","2,05%","1.060.203,03","-0,71","20,9","0,96"
2015-10-23,"10.476,30","10.449,70","10.591,90","10.418,20","344,63M","1,07%","1.060.203,03","-0,71","20,9","0,96"
2015-10-26,"10.478,30","10.473,90","10.517,60","10.408,60","248,74M","0,02%","1.060.203,03","-0,71","20,9","0,96"
2015-10-27,"10.322,40","10.458,20","10.458,20","10.300,70","243,68M","-1,49%","1.060.203,03","-0,71","20,9","0,96"
2015-10-28,"10.421,90","10.321,00","10.440,10","10.296,80","218,57M","0,96%","1.060.203,03","-0,71","20,9","0,96"
2015-10-29,"10.397,20","10.451,80","10.455,20","10.298,10","254,88M","-0,24%","1.060.203,03","-0,71","20,9","0,96"
2015-10-30,"10.360,70","10.394,20","10.405,70","10.258,70","294,54M","-0,35%","1.060.203,03","-0,71","20,9","0,96"
2015-11-02,"10.418,20","10.279,30","10.463,50","10.259,10","265,78M","0,55%","1.070.496,39","-0,27","20,9","0,96"
2015-11-03,"10.465,20","10.398,60","10.465,20","10.375,40","284,75M","0,45%","1.070.496,39","-0,27","20,9","0,96"
2015-11-04,"10.473,50","10.524,80","10.631,60","10.454,00","308,33M","0,08%","1.070.496,39","-0,27","20,9","0,96"
2015-11-05,"10.431,20","10.483,90","10.552,70","10.385,00","252,12M","-0,40%","1.070.496,39","-0,27","20,9","0,96"
2015-11-06,"10.453,20","10.425,80","10.500,30","10.318,50","300,13M","0,21%","1.070.496,39","-0,27","20,9","0,96"
2015-11-09,"10.325,20","10.451,60","10.476,90","10.322,90","260,46M","-1,22%","1.070.496,39","-0,27","20,9","0,96"
2015-11-10,"10.336,80","10.364,00","10.376,30","10.244,30","213,29M","0,11%","1.070.496,39","-0,27","20,9","0,96"
2015-11-11,"10.377,20","10.345,10","10.463,10","10.344,20","205,12M","0,39%","1.070.496,39","-0,27","20,9","0,96"
2015-11-12,"10.144,00","10.350,60","10.369,00","10.113,40","276,46M","-2,25%","1.070.496,39","-0,27","20,9","0,96"
2015-11-13,"10.111,40","10.118,30","10.201,20","10.012,30","229,55M","-0,32%","1.070.496,39","-0,27","20,9","0,96"
2015-11-16,"10.124,50","10.012,40","10.158,10","10.005,20","172,14M","0,13%","1.070.496,39","-0,27","20,9","0,96"
2015-11-17,"10.363,80","10.214,60","10.376,00","10.199,60","246,06M","2,36%","1.070.496,39","-0,27","20,9","0,96"
2015-11-18,"10.261,10","10.284,00","10.307,40","10.226,50","257,18M","-0,99%","1.070.496,39","-0,27","20,9","0,96"
2015-11-19,"10.354,70","10.340,50","10.408,40","10.325,70","272,12M","0,91%","1.070.496,39","-0,27","20,9","0,96"
2015-11-20,"10.290,30","10.373,20","10.385,00","10.247,60","231,93M","-0,62%","1.070.496,39","-0,27","20,9","0,96"
2015-11-23,"10.277,40","10.262,30","10.307,70","10.206,80","184,51M","-0,13%","1.070.496,39","-0,27","20,9","0,96"
2015-11-24,"10.207,20","10.231,30","10.231,30","10.045,60","219,02M","-0,68%","1.070.496,39","-0,27","20,9","0,96"
2015-11-25,"10.227,30","10.184,20","10.247,10","10.083,10","418,78M","0,20%","1.070.496,39","-0,27","20,9","0,96"
2015-11-26,"10.332,30","10.217,30","10.352,90","10.174,80","268,32M","1,03%","1.070.496,39","-0,27","20,9","0,96"
2015-11-27,"10.310,70","10.285,80","10.390,70","10.264,50","200,14M","-0,21%","1.070.496,39","-0,27","20,9","0,96"
2015-11-30,"10.386,90","10.299,00","10.430,30","10.275,90","258,60M","0,74%","1.070.496,39","-0,27","20,9","0,96"
2015-12-01,"10.379,20","10.409,90","10.469,20","10.344,90","208,11M","-0,07%","1.070.078,97","0,02","20,9","0,96"
2015-12-02,"10.342,00","10.411,90","10.447,00","10.323,50","233,40M","-0,36%","1.070.078,97","0,02","20,9","0,96"
2015-12-03,"10.092,90","10.353,40","10.476,60","10.083,30","355,47M","-2,41%","1.070.078,97","0,02","20,9","0,96"
2015-12-04,"10.078,70","10.046,10","10.131,50","9.931,10","289,63M","-0,14%","1.070.078,97","0,02","20,9","0,96"
2015-12-07,"10.042,40","10.139,00","10.158,20","10.021,90","219,57M","-0,36%","1.070.078,97","0,02","20,9","0,96"
2015-12-08,"9.837,10","10.029,00","10.031,20","9.790,40","221,18M","-2,04%","1.070.078,97","0,02","20,9","0,96"
2015-12-09,"9.835,50","9.865,30","9.932,10","9.713,20","250,83M","-0,02%","1.070.078,97","0,02","20,9","0,96"
2015-12-10,"9.778,70","9.779,40","9.872,50","9.719,40","258,20M","-0,58%","1.070.078,97","0,02","20,9","0,96"
2015-12-11,"9.630,70","9.772,90","9.791,60","9.606,80","263,24M","-1,51%","1.070.078,97","0,02","20,9","0,96"
2015-12-14,"9.428,50","9.658,00","9.732,10","9.428,50","273,72M","-2,10%","1.070.078,97","0,02","20,9","0,96"
2015-12-15,"9.711,60","9.496,30","9.747,50","9.492,50","302,45M","3,00%","1.070.078,97","0,02","20,9","0,96"
2015-12-16,"9.711,00","9.762,50","9.817,40","9.635,70","342,15M","-0,01%","1.070.078,97","0,02","20,9","0,96"
